Vendor ID,Vendor Name,Country,Territorial Scope,Environment,Type of Service,International Transfer,Cookie Max Age (days),Data Retention (days)
1517,Afront LTD,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service",SCCs,140,1825
1141,Agate Systems Limited,United Kingdom,GB,Web,Other,No,30,
1297,Airtory Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)",Ad Serving,No,,4320
1176,"AlgoriX Technology Pte. Ltd.,",France,"AT, BE, BG, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IE, IT, LV, LT, LU, NL, NO, PL, PT, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Header Bidding Service",Supplementary measures,,7
1506,Alke Tech,Bazemont,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Website Analytics,No,30,1825
1169,Alkimi,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Header Bidding Service",No,0*,0**
1493,Allegro sp. z o.o.,Poland,"CZ, HU, PL, SK","Web, Native App (Mobile)",DSP,No,395,395
501,Alliance Gravity Data Media,France,FR,Web,"SSP, DSP, DMP / Data Provider, Identity Resolution Service, Buyer",No,3640,60
598,AllMediaDesk GmbH,Düsseldorf,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Buyer, Campaign Analytics",No,,0**
925,Alphalyr SAS,Paris,FR,Web,Campaign Analytics,No,30,
1154,Alphonso Inc.,United Kingdom,"AT, BE, BG, HR, CZ, DK, EE, FI, FR, DE, GR, HU, IE, IT, LV, LT, MT, NL, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Campaign Analytics, Audience Analytics",SCCs,,800
1500,ALZ Software Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Header Bidding Service,"Adequacy Decision, SCCs",90,90
1254,Amagi Corporation,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Content Delivery Network, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",SCCs,,365
793,Amazon Ads,Luxembourg,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Header Bidding Service","Adequacy Decision, SCCs",396,395
1195,Amplified IntelligenceTechnologies,Australia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Campaign Analytics, Audience Analytics","SCCs, Supplementary measures",,3650
891,"ANINPRO-CREATIVE, S.L.",Spain,"PT, ES","Web, Native App (Mobile)","Ad Serving, Other",No,30,180
780,Aniview LTD,Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs",90,4320
1097,Annonsera SUNT AB,Sweden,"DK, FI, DE, NO, SE","Web, Native App (Mobile)","DSP, Ad Serving, Header Bidding Service",Supplementary measures,3650,30
1116,Anonymised,Spain,"IT, ES, GB",Web,"DMP / Data Provider, Audience Analytics",No,365,365
1182,"Anteriad, LLC",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Identity Resolution Service, Website Analytics, Audience Analytics",SCCs,365,395
155,AntVoice,France,"AT, BE, FR, DE, IT, NL, ES, CH, GB",Web,"DSP, Ad Serving, Campaign Analytics",No,403,403
1400,AnyClip Inc.,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Header Bidding Service",Adequacy Decision,30,
733,Anzu Virtual Reality LTD,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving","Adequacy Decision, SCCs",,365
354,Apester Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Buyer",Adequacy Decision,400,30
1541,APEXFLOW TECH SOLUTIONS LTD,Austria,"FR, DE, IT, NL, ES, GB","Native App (Mobile), Native App (CTV)","SSP, Ad Serving","SCCs, Supplementary measures",0*,
1379,App Samurai Inc,United Kingdom,"NL, ES, GB","Web, Native App (Mobile)","DSP, Ad Serving, Buyer, Other","SCCs, BCRs, Supplementary measures",185,180
1513,Appcelerate,Spain,ES,"Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Buyer, Campaign Analytics",Adequacy Decision,,30
728,Appier PTE Ltd,France,"AT, BE, CZ, DK, FR, DE, GR, HU, IE, IT, LI, LU, PL, PT, ES, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics",SCCs,365,397
1283,Appmonsta Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving",No,14,
1223,Appstock LTD.,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, BCRs",30,14
879,Appush Technologies,Israel,"AT, FI, FR, DE, NO, SE, CH",Native App (Mobile),"SSP, Ad Serving",No,,365
498,Arago,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DSP, Ad Serving, Header Bidding Service, Buyer",No,,390
1173,Arcanor Bilgi Teknolojileri ve Hizmetleri A.Ş.,Turkey,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Other","DMP / Data Provider, Audience Analytics",SCCs,,60
1318,Archon Programmatic House FZC,United Arab Emirates,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",SSP,SCCs,90,90
1193,"ArcSpan Technologies, Inc.",United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DMP / Data Provider, Buyer",No,,1095
495,Arcspire Limited,United Kingdom,GB,"Web, Native App (Mobile)",DSP,No,,365
215,ARMIS SAS,France,FR,"Web, Native App (Mobile)",Buyer,No,390,
1067,Arpeely Ltd.,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",DSP,"Adequacy Decision, SCCs",90,540
409,Arrivalist Co.,United States,"GB, OTHER",Web,Campaign Analytics,SCCs,365,2555
1058,ArtChaos s.r.o.,Czech Republic,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service",No,,60
797,Artefact Deutschland GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, Content Delivery Network, Website Analytics, Campaign Analytics, Other",No,365,365
1237,Aryel s.r.l,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","Ad Serving, Buyer, Campaign Analytics, Audience Analytics, Other",No,365,365
119,Ask Locala,France,"AT, BE, DK, FR, IT, LU, NL, ES, SE, CH, GB","Native App (Mobile), Native App (CTV)","DSP, Campaign Analytics",SCCs,,45
990,Audalaxy GmbH,Germany,"AT, BE, FR, DE, NL, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, DMP / Data Provider, Content Delivery Network, Campaign Analytics, Audience Analytics",No,,1080
717,Audience Network,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics","Adequacy Decision, SCCs",365,365
160,Audience Solutions S.A.,Poland,PL,Web,"DMP / Data Provider, Identity Resolution Service, Website Analytics, Campaign Analytics, Audience Analytics",No,365,365
394,AudienceProject A/S,Denmark,"DK, FI, FR, DE, NO, SE, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Website Analytics, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",365,1826
742,Audiencerate LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",DMP / Data Provider,"Adequacy Decision, SCCs",15,15
944,AudienceRun corp,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",Adequacy Decision,365,730
783,Audienzz AG,Switzerland,"AT, EE, FR, DE, IT, CH","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",No,365,4320
561,AuDigent,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics",SCCs,365,60
748,AUDIOMOB LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),"SSP, DSP, Ad Serving",SCCs,,90
1230,Audion,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","Ad Serving, Content Delivery Network, Campaign Analytics, Audience Analytics",No,,100
1464,Automatad Inc. (Mile),Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Header Bidding Service, Website Analytics, Audience Analytics, Other","SCCs, Supplementary measures",365,365
496,Automattic Ads,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Campaign Analytics","SCCs, Supplementary measures",730,4320
956,Avantis Video Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Ad Serving,Supplementary measures,365,400
907,AWIN AG,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Campaign Analytics","Adequacy Decision, SCCs, Supplementary measures",365,1096
647,Axel Springer Teaser Ad GmbH,Germany,"AT, FR, DE, NL, ES, CH, GB","Web, Native App (Mobile)","DSP, Ad Serving",No,365,365
1197,Axis Corp LTD,United Kingdom,"BE, BG, DK, EE, FR, IT, PT, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",Adequacy Decision,140,1825
1548,Azberry B.V.,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving","SCCs, Supplementary measures",183,180
610,Azerion Holding B.V.,The Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,Ad Serving,"Adequacy Decision, SCCs, BCRs, Supplementary measures",365,14
124,Azira,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Campaign Analytics","SCCs, Supplementary measures",,
530,Azira LLC,France,"BE, FR, DE, IE, IT, LU, NL, ES, SE, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Campaign Analytics",No,,1460
461,B2B Media Group GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, DMP / Data Provider, Identity Resolution Service, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics",No,90,4320
1479,BACKSTAGE TECHNOLOGIES LTD,Israel,OTHER,"Web, Native App (Mobile)","Ad Serving, Campaign Analytics",Adequacy Decision,365,365
1020,Baidu (Hong Kong) Limited,Hong Kong,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,DSP,No,366,180
1423,Balloon Labs LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service","SCCs, Supplementary measures",0*,0**
273,Bannerflow AB,Sweden,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, Campaign Analytics",No,30,30
801,"Bannernow, Inc.",Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Ad Serving,No,,0**
156,"Basis Global Technologies, Inc.",Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,SCCs,365,540
1069,BCOVERY SAS,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Verification Tool, Ad Serving, Header Bidding Service, Content Delivery Network, Website Analytics, Campaign Analytics, Other",No,,90
1472,BE PIXEL NET LTDA,Brazil,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Campaign Analytics, Audience Analytics","SCCs, Supplementary measures",,30
1275,BEAPUP SOLUTIONS LTD,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, BCRs",30,14
1482,Beatgrid Media B.V.,The Netherlands,"DE, GB",Native App (Mobile),"Campaign Analytics, Audience Analytics",No,,
1337,Bedrock Platform Ltd,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)",DSP,Adequacy Decision,120,120
12,BeeswaxIO Corporation,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,SCCs,395,397
618,BEINTOO SPA,Italy,"IT, ES","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Buyer, Campaign Analytics, Audience Analytics",No,365,730
666,BeOp,France,"BE, DK, FI, FR, DE, IE, IT, LU, NL, NO, PT, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service",No,365,31
920,Bertelsmann Data Service GmbH,Germany,DE,"Web, Native App (Mobile), Native App (CTV)","Verification Tool, Other",No,365,365
1106,Better Ads GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Content Delivery Network, Recommendation Service, Campaign Analytics",No,60,30
1312,Better Collective A/S,Denmark,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service, Recommendation Service, Campaign Analytics, Audience Analytics",Supplementary measures,365,365
724,Between Exchange,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, Buyer",No,365,90
715,BidBerry SRL,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",DMP / Data Provider,SCCs,365,30
1391,Bidease Inc,Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Native App (Mobile), Native App (CTV)","SSP, DSP",SCCs,,365
736,BidMachine Inc.,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",,425
1134,Bidmatic Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service, Other","SCCs, Supplementary measures",93,90
1272,BIDSCUBE SP. Z O.O,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",No,30,30
128,BIDSWITCH GmbH,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",SCCs,365,365
185,"Bidtellect, Inc",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,"Adequacy Decision, SCCs",90,28
30,BidTheatre AB,Sweden,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Ad Serving, DMP / Data Provider, Content Delivery Network, Campaign Analytics, Audience Analytics",No,90,
1557,Bildapp LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, BCRs",3,
625,BILENDI SA,France,"AT, BE, DK, FI, FR, DE, IE, IT, NL, NO, ES, SE, CH, GB",Web,Campaign Analytics,No,0*,90
1381,Blasto sp.z.o.o.,Poland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",SCCs,,365
658,BLIINK SAS,France,"BE, FR, DE, IT, ES, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",No,396,395
94,Blis Global Limited,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP","Adequacy Decision, SCCs, Supplementary measures",400,400
815,"Blockthrough, Inc.",Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs",90,90
620,Blue,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics",No,365,30
684,Blue Billywig Group BV,The Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","Header Bidding Service, Content Delivery Network, Audience Analytics, Other",No,365,3650
1321,Blue Dawn Marketing Consulting Group S.L.,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics",No,365,30
1105,Blue Media Services LTDA,Brazil,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics",No,365,30
